RowID	symbol	alpha0	alpha7	alpha14	alpha21	alpha28	alpha35	alpha42	alpha49	alpha56	alpha63	alpha70	alpha77	alpha84	alpha91	alpha98	alpha105	alpha112	alpha119	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
4880	YNL166C	-0.35	-0.72	0.4	0.34	0.67	0.23	0.46	0.04	-0.19	-0.31	-0.45	-0.07	-0.02	-0.07	0.43	-0.07	0.15	-0.45	-0.087	0.142	0.623	0.246	0.027777778	-0.135	-0.29	-0.371	-0.547777778	0.086	0.071111111	0.519	0.236666667	0.481	-0.203333333	0.075	-6.17E-18	-0.205	-0.281111111	-0.341	-0.19375	-0.28	-0.024	0.28	-0.14	-0.06	0.31	0.35	0.61	0.37	0.05	-0.22	-0.77	-0.7	-0.09	0.52	0.16	0.14	-0.066	0.05	-0.58	-0.9	-0.36	-0.15	0.28	0.6	0.47	0.62	0.62	0.05	0.04	-0.06	-0.13	-0.84	-0.26
4881	YNL167C	-0.08	-0.22	0.09	0.11	0.22	-0.01	0.11	-0.06	-0.08	0.06	-0.22	-0.04	0.17	-0.18	0.08	-0.14	0.25	-0.06	0	-0.1	0.14	0.24	0.1	0.07	-0.06	0.2	0	-0.18	-0.13	0.03	0.44	0.05	-0.11	0.13	0.02	-0.08	0.14	-0.15	0.05	-0.03	-0.44	-0.32	-0.18	-0.25	-0.29	0.13	0.12	0.15	0.15	0.17	-0.03	0.13	0.01	-0.19	-0.08	-0.033333333	-0.03	0.11	0.08	0.39	-0.53	-0.39	-0.39	-0.05	-0.14	0.15	0.02	0.28	0.25	-0.05	0.12	0.42	-0.07
4882	YNL168C	0.07	-0.3	0.25	0.23	0.39	-0.19	0.24	-0.05	0.12	-0.1	0.32	-0.27	-0.04	-0.45	0.23	-0.25	0.21	-0.41	-0.154444444	-0.26	-0.188	-0.134	-0.171	0.043	-0.253	0.098	-0.21	0.243	-0.093333333	0.29	-0.331	0.125	-0.227	0.07	-0.152	0.249	-0.114	0.101	-0.094	-0.28	0.311	0.28	0.01	0.04	-0.05	0.03	-0.46	-0.36	-0.02	0.02	0.1	-0.24	0.15	-0.1	0.34	0.21	0.158	0.09	0.21	0.29	-0.09	-0.11	-0.44	-0.18	-0.52	-0.31	0.27	0.26	0.05	-0.13	0.39	0.3	0.22
4883	YNL169C	-0.27	-0.1	0.36	0.12	0.31	-0.19	0.14	-0.34	-0.14	-0.16	-0.01	0.01	0.31	-0.12	0.2	-0.16	0.28	-0.23	-0.34	0.2	0.39	0.1	0.38	-0.03	-0.02	-0.49	0.07	0	0.47	0.3	0.26	0.2	-0.05	-0.25	0.14	-0.4	-0.18	-0.18	0.18	-0.32	-0.13	-0.29	0.02	-0.17	-0.1	0.13	-0.21	-0.13	-0.19	-0.04	0.22	-0.08	0.36	0.44	0.65	0.04	-0.21	-0.58	-0.13	-1.07	-0.39	-0.48	-0.27	-0.13	0.48	0.28	0.45	0.16	0.19	0.17	0.48	0.04	0.1
4884	YNL170W	-0.27	-0.37	0.45	0.25	0.25	-0.23	0.16	0	0	-0.14	0.26	-0.08	0.15	-0.29	0.32	-0.16	0.25	-0.56	0.231111111	0.171111111	0.237777778	0.198888889	0.011111111	0.13	-0.067777778	0.048888889	-0.274444444	0.218888889	-0.122222222	0.272222222	-0.077777778	0.046666667	-0.23375	0.016666667	-0.247777778	0.008888889	-0.144444444	-0.401111111	-0.095555556	-0.28	-0.018888889	0.28	0.11	-0.52	0.19	0.31	-0.1	-0.03	-0.01	0.03	-0.09	0.12	-0.09	0.16	0.13	0.06	0.186666667	-0.26	0	-0.77	-0.16	0.01	-0.39	0.19	-0.11	0.21	0.29	0.16	0.17	0.32	0.23	-0.07	-0.07
4885	YNL171C	-0.11	-0.17	0.02	-0.19	0.07	-0.1	0.26	-0.01	0.11	0.11	-0.11	-0.08	-0.04	-0.34	0.11	-0.04	0.56	-0.06	-0.54	-0.01	-0.07	-0.01	0.4	0.18	0.45	0.28	0.04	-0.29	-0.02	0.12	-0.1	0.18	-0.04	-0.24	0.48	-0.33	0.47	-0.15	0.59	-0.41	-0.26	-0.73	-0.83	-0.51	-0.93	-0.59	0.09	0.42	0.57	0.72	0.66	0.13	-0.13	-0.27	0.02	0.24	0.1	0.06	0.36	-0.3	0.11	-0.19	-0.28	-0.17	0.16	-0.03	0.04	0.02	0.09	0.24	0.19	0.06	0.07
4886	YNL172W	-0.61	-0.28	-0.18	-0.07	-0.21	0.46	0.01	0.28	0.22	0.03	0.39	-0.2	-0.25	-0.43	0.26	0.17	0.16	0.26	-0.45	-0.75	-0.63	0.1	0.53	0.2	0.08	0.23	0.43	-0.13	-0.08	-0.19	0.04	-0.19	0.14	-0.38	0.47	0.07	0.36	0.29	0.78	-0.3	-0.3	-0.32	-0.49	-0.58	-0.49	-0.36	0.05	0.15	0.83	0.99	0.74	-0.41	-0.18	-0.34	0.22	0.01	0.08	-0.34	0.12	-0.7	-0.08	-0.06	-0.08	-0.2	-0.1	-0.2	0.04	0.25	0.38	0.12	0.38	0.08	0.16
4887	YNL173C	-0.18	0.75	0.09	-0.12	-0.1	-0.04	-0.43	-0.41	-0.14	0.14	0.07	0.31	0.22	0.91	-0.71	-0.2	-0.18	0.03	-0.68	0.03	-0.58	-0.416666667	-0.43	-1.18	0.36	-0.26	0.15	0.66	0.18	0.278888889	0.12	0.245555556	0.42	-0.16	-0.48	-0.22	-0.05	0.66	0.35	0.17	0.74	0.19	1.22	0.09	-1.93	-1.16	-0.3	-0.47	-0.76	-1.09	0.1	0.7	1.12	1	0.42	0.13	0	0.28	0.64	0.24	0.29	-0.21	-0.1	-0.71	-0.91	-0.32	-0.15	0.13	-0.12	0.21	0.45	0.75	0.45
4888	YNL174W	0.248	-0.59	-0.64	-0.37	0.16	0.3	-0.11	0.32	0.41	-0.22	0.22	-0.1	0.09	0.16	0.27	0.27	-0.03	-0.13	1.06	1.16	0.77	0.13	-1.27	-0.15	1.11	-0.02	-0.49	0.11	-0.44	0.42	-0.84	-0.21	-0.4	0.01	-0.17	-0.02	-0.21	-0.07	-0.06	-0.07	-0.13	-0.25	-0.8	0.02	0.26	-0.09	0.07	-0.31	0.07	-0.01	-0.08	0.52	-0.16	0	-0.14	0.32	-0.29	0.26	0.05	-0.85	-0.47	0.07	0.58	1.11	0.48	0.32	0.09	-0.25	0.05	-0.03	-0.57	-0.32	-0.21
4889	YNL175C	0.36	-0.56	-1.09	-0.53	-0.3	0.08	0.28	0.27	0.43	0.06	-0.09	0.17	0.43	-0.05	0.12	0.19	0.01	0.22	1.07	1.19	0.74	-0.03	-0.27	-0.77	0.23	-0.72	-0.2	-0.39	0.24	0.25	0.09	0.006666667	0.14	-0.56	-0.16	-0.22	0.13	0.76	0.29	-0.8	-0.33	-0.7	-0.56	0.05	0.36	0.04	0.22	-0.26	-0.02	-0.08	-0.27	0.39	-0.01	-0.07	-0.152	0.09	-0.03	0.28	-0.13	-1.7	-0.14	-0.1	0.41	0.82	0.56	0.17	0.1	0.02	0.51	0.36	-0.33	-0.7	0.03
4890	YNL176C	-0.11	-0.2	-0.32	-0.26	0.28	0.3	0.09	0.19	0.25	-0.47	0.28	-0.41	-0.15	-0.01	0.6	0.38	-0.01	-0.43	-0.33	-0.51	0.03	0.52	0.37	0.33	0.16	0.25	0.1	-0.89	-0.43	-0.05	0.37	0.41	0.67	0.29	0.13	-0.11	0.2	-0.37	0.21	-0.45	-0.6	-0.29	-0.43	-0.84	-1.22	0.05	0.63	0.57	0.54	0.29	0.21	-0.86	-0.11	0.16	0.62	0.14	0.25	0.11625	0.045	0.26	-0.5	-0.02	0.08	0.45	-0.11	-0.04	0.19	0.01	0.13	-0.17	0.08	-0.15	-0.21
4891	YNL177C	-0.32	0.15	-0.01	0.36	-0.18	0.22	0.02	-0.22	-0.03	0.12	-0.01	0.15	-0.01	-0.07	-0.03	-0.14	0.07	-0.05	-0.26	-0.26	-0.55	-0.32	-0.42	-0.92	0.04	-0.09	-0.18	-0.86	0.31	-0.19	0	0.27	0.49	-0.34	1.4	-0.36	0.22	1.03	0.06	0.17	0.39	0.36	-0.32	0	-0.43	-0.73	-0.26	-0.27	0.02	-0.08	-0.04	-0.02	0.33	0.43	0.08	0.25	0.188	0.61	0.42	0.19	-0.08	-0.14	-0.01	-0.25	-0.27	0.09	0.12	0.11	0.16	0.17	-0.11	0.05	-0.03
4892	YNL178W	0.35	-0.19	-0.29	-0.21	-0.33	-0.33	0.22	-0.12	0.29	-0.14	0.14	-0.08	0.3	-0.29	0.39	0.05	0.14	0.1	-0.31	-0.05	0.07	0.11	0.213	0.18	0.043	0.1	-0.096	0.12	-0.1	0.2	-0.371	0.03	-0.392	-0.26	-0.215	-0.07	-0.332	0.202	-0.376	0.05	-0.19	0.03	-0.25	-0.26	0.21	-0.09	0.15	-0.57	-0.33	-0.42	-0.6	1.33	0.52	0.086666667	-0.32	0.16	-0.06	0.35	0.19	-0.53	-0.7	0.29	0.11	-0.04	0.21	0.16	0.39	0.09	0.41	0.2	0.09	-0.3	-0.38
4893	YNL179C	-0.08	0.26	0.05	0.22	-0.1	0.22	-0.08	-0.24	-0.14	0.14	-0.54	0.29	-0.06	0.19	-0.31	-0.02	0.32	-0.14	-0.3	0.04	-0.39	-0.108571429	0.03	-0.63	0.4	-0.48	0.42	-0.17	0.31	0.79	0.14	0.45	0.4	-0.73	0.30875	-0.91	0.24	0.63	1.37	-0.71	-0.24	-0.65	-0.73	0.22	0	-0.68	0.21	0.68	0.81	0.98	-0.12	-0.17	-0.39	-0.15	-0.12	-0.05	-0.3	0	-0.17	0.42	-0.03	0.11	0.3	-0.14	-0.07	0.11	-0.17	-0.28	-0.34	-0.13	-0.38	0.46	0.13
4894	YNL180C	0.15	0.66	0.36	0.53	-0.13	-0.28	0.09	-0.34	-0.11	-0.13	-0.09	0.01	0.1	-0.57	0.52	-0.26	-0.24	-0.26	0.05	-0.2	-0.44	-0.06	-0.261	-0.14	-0.083	0.18	-0.032	0.16	0.01	0.06	-0.144	-0.08	-0.133	-0.37	-0.152	0.08	0.008888889	0.006	0.064	0.38	-0.08	0.45	0.18	-0.54	-0.86	-0.75	-0.23	-0.01	-0.25	0.15	0.23	0.59	0.43	-0.07	0.21	0.19	0.191666667	0.29	0.44	-0.83	-0.44	0.62	0.28	-0.09	-0.11	-0.25	-0.04	0.01	-0.01	-0.15	-0.04	0.62	0.44
4895	YNL181W	-0.44	-0.17	0.15	0.46	0.13	0.28	-0.03	-0.25	-0.05	-0.05	0.12	0.36	0.1	-0.01	-0.19	-0.29	0.09	-0.21	-0.16	0.12	0.33	-0.08	-0.27	-0.75	-0.13	-1.09	-0.29	-0.36	0.31	0.4	0.15	1.05	0.48	-0.4	-0.09	-0.82	0.32	0.9	0.38	-0.32	0.25	0	-0.32	0.04	0.17	0.05	-0.14	-0.42	-0.18	-0.14	0.02	-0.11	0.39	0.58	0.39	-0.05	-0.2	-0.15	-0.15	0.21	-0.1	-0.27	-0.24	-0.04	-0.33	0.03	0.28	0.13	0.05	0.19	-0.12	0.01	0.19
4896	YNL182C	0.26	-0.049941155	-0.51	0.11	0.01	-0.15	0.23	-0.02	0.12	-0.07	0.03	0.14	0.41	-0.26	-0.19	-0.04	-0.15	0.08	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.05398311	-0.052303391	-0.038554708	-0.41	0.45	0.31	0.09	0.21	0.12	0.2	0.34	0.06	-0.15	-0.16	-0.18	-0.17	-0.15	0.035872722	-0.3	-0.26	-1.3	-0.34	0.13	0.62	1	0.64	0.3	-0.05	-0.13	0.39	0.04	-0.39	-0.54	-0.39
4897	YNL183C	-0.25	0.39	-0.03	0.2	-0.17	0.08	0.08	-0.11	0.04	0.13	0.15	0.26	-0.07	-0.23	-0.13	-0.23	-0.05	-0.07	-0.32	-0.57	-0.7	-0.144285714	0.12	-0.92	0.38	-0.63	0.54	-0.55	0.48	0.19	0.56	0.92	0.82	-0.39	0.28	-0.72	0.74	0.11	0.49	-0.52	-0.05	-0.27	-0.33	-0.41	-0.57	-0.45	-0.48	-0.24	-0.07	-0.04	0.18	0.36	0.26	0.3	0.25	0.29	0.31	0.56	0.37	0.6	0.14	0.12	-0.15	-0.35	-0.26	-0.37	0.14	-0.12	0.16	-0.17	0.18	0.04	0.05
4898	YNL184C	-0.03	0.12	-0.06	0.39	0.15	0.04	0.16	0.05	-0.01	-0.01	-0.03	0.05	0.22	-0.27	-0.15	-0.23	-0.29	-0.1	0.11	-0.16	-0.33	-0.59	0.17	-0.64	0.16	-0.13	0.51	0.09	0.49	0.25	0.34	-0.33	0.56	-1.27	0.79	-0.18	0.99	0.49	0.86	-1.66	-0.33	-0.19	0.24	0.83	-0.32	-0.57	-0.35	-0.05	-0.07	0.05	0.01	-0.36	-0.06	0.45	-0.22	-0.21	-0.12875	0.54	0.09	-0.11	-0.48	-0.1	-0.16	-0.07	0.01	-0.08	0.12	-0.07	0.14	0.16	0.23	0.3	0.09
4899	YNL185C	-0.15	-0.17	0.17	0.03	0.32	-0.21	0.36	-0.07	0.07	-0.07	-0.07	0.03	0.24	-0.21	-0.04	-0.21	0.3	-0.3	-0.01	-0.43	-0.64	0.24	0	-0.12	0.13	0.3	-0.29	0.13	0.58	0.21	0.03	0.14	0.03	-0.06	-0.87	0.19	0.15	-0.17	-0.1	0.14	0.16	0.24	0.3	0.5	-0.52	-0.71	-0.36	-0.23	-0.22	-0.37	-0.09	0.49	0.41	0.44	-0.01	0.06	0.013333333	0.22	0.09	-0.03	-0.6	-0.5	-0.17	-0.06	0.01	-0.06	0.25	0.25	0.26	0.27	0.32	0.16	-0.08
4900	YNL186W	0.24	-1.01	0.02	0.08	0.16	-0.24	0.26	0.21	0.24	0.13	0.28	-0.1	-0.05	-0.47	0.16	-0.11	0.2	-0.022870906	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.28	-0.052303391	0.28	-0.21	0.66	0.54	0.2	0.02	-0.15	-0.02	-0.03	-0.11	-0.1	-0.22	0.00508996	-0.29	-0.25	-0.21	0.47	-0.31	-0.36	0.04	-0.01	0.21	0.36	0.04	0.29	0.13	-0.05	0.16	-0.31	-0.21	-0.09	-0.21
4901	YNL187W	0.19	-0.08	0.01	-0.16	0.147	0.03	0.22	0.01	0.08	0.06	-0.12	0.06	0.16	-0.18	0.16	-0.24	0.1	-0.31	0.39	0.62	-0.02	0.09	0.12	-0.58	0.5	-0.06	-0.25	-0.23	0.75	-0.14	-0.2	-0.02	0.02	-0.33	-0.1	-0.09	-0.05	0.29	0.54	-0.31	0.08	-0.47	0.74	0.68	0.17	-0.09	-0.39	-0.6	0.13	-0.07	0.15	-0.56	-0.49	0.34	0.01	-0.04	-0.18	0.32	-0.12	-0.34	-0.34	-0.06	0.23	0.34	-0.03	-0.12	-0.12	0.28	0.15	-0.25	0.2	-0.045	0.07
4902	YNL188W	-0.73	-0.3	0.29	0.12	0.028968491	-0.14	0.19	-0.16	-0.1	0.58	0.57	0.14	0.14	-0.26	-0.12	-0.46	0.1	0.15	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.28	-0.052303391	0.28	-0.54	-0.15	0.28	-0.07	-0.15	-0.14	-0.04	-0.31	-0.11	0.3	0.37	0.37	-0.16	0.039579439	0.06	0.07	0.21	-0.66	-0.39	0.1	-0.09	0.43	-0.11	0.14	0.14	0.22	0.14	-0.09	0.16	0.03	-0.04
4903	YNL189W	-0.04	-0.39	-0.04	0.12	0.15	-0.15	0.18	-0.097	-0.08	0.08	0.1	0.12	-0.08	-0.13	0.01	0.02	0.02	0.12	0.2	0.03	-0.04	0.16	-0.64	0	0.2	0.04	0.01	0.12	0.37	0.03	-0.16	0.3	0.07	0.04	-0.5	-0.07	0.04	0.34	-0.29	-0.04	-0.12	-0.14	-0.27	-0.22	-0.04	-0.09	0.2	-0.07	0.24	0.13	0.01	-0.03	0.17	0.09	0.15	-0.1025	-0.04	-0.26	0.06	-0.07	-0.3	-0.14	-0.12	0.02	-0.07	-0.3	0.24	0.24	0.28	-0.26	0.15	0.28	0.04
4904	YNL190W	0.05	-0.52	-0.25	-0.4	0.11	-0.29	0.7	0.16	0.56	0.13	0.05	-0.44	-0.15	-0.44	0.15	-0.02	0.42	0.19	-0.3025	-0.387777778	-0.1725	0.108888889	0.08	0.39125	0.05125	0.39	-0.25	0.2375	-0.40625	0.12125	-0.6075	0.0975	-0.38	0.16625	-0.041428571	0.45125	-0.125	0.02125	-0.18375	-0.28	0.2	0.28	-0.28	-0.29	0.21	-0.07	-0.35	-0.46	-0.24	-0.15	-0.18	0.79	0.18	-0.33	-0.147	0.24	0.16	0.34	0.43	-0.14	-0.22	-0.27	0.27	-0.24	0.01	-0.02	0.01	0.3	0.25	-0.1	0.22	0.15	-0.22
4905	YNL191W	0.13	-0.4	-0.3	-0.38	0.3	0.12	0.5	0.007777778	0.33	0.18	-0.22	-0.16	-0.24	-0.3	0.01	-0.24	0.15	0.49	0.29	-0.3	0.67	1.41	-0.28	-0.36	-0.13	-0.25	-0.37	-0.25	0.2	0.17	-0.04	0.3	0.03	-0.66	0.32	-0.2	-0.3	0.15	0.28	-0.25	-0.12	-0.3	-0.19	0.04	-0.36	0.33	1.11	0.38	0.07	0.22	-0.07	-0.24	-0.33	-0.32	0.04	-0.28	0.194	-0.17	-0.26	0.01	-0.66	0	-0.12	0.17	0.31	-0.08	0.45	0.49	0.42	0.07	-0.22	0	-0.82
4906	YNL192W	2.04	0.88	-0.03	-0.6	-0.36	-0.68	-0.53	-1.26	-1.3	0.62	1.38	0.93	0.37	-0.4	-0.28	-0.46	-0.49	0.16	0.098	0.183	-0.129	-0.122	-0.444	-0.067	-0.139	0.234	-0.005	0.545	0.061	0.039	-0.274	-0.015	-0.198	-0.098	-0.448	-0.014	-0.22	-0.272	0.313	-0.28	0.289	0.28	-0.47	-0.76	-0.14	0.29	-0.03	0.01	-0.17	-0.34	0.15	0.64	1.04	-0.33	0.42	-0.003333333	-0.01	-0.95	0.64	0.9	-1.55	-0.94	-0.76	-0.46	-0.41	-0.36	-0.31	0.15	0.55	0.19	1.33	1.19	0.47
4907	YNL193W	-0.01	-0.24	0.11	-0.28	0.03	-0.1	0.35	-0.042	0.017	0.21	-0.2	0.01	-0.24	-0.22	-0.02	-0.12	0.03	0.67	0.5	0.06	0.23	0.2	-0.21	-0.23	0.03	-0.33	-0.37	-0.08	-0.15	-0.4	-0.15	-0.35	0.46	-0.1	-0.01	-0.23	-0.04	0.21	0.07	0.38	0.21	0.3	1.08	-0.25	0.2	0.52	0.02	0.34	-0.12	0.06	0.01	-0.35	-0.22	-0.44	0.19	-0.1	-0.08	-0.44	-0.4	0.13	-0.37	-0.26	-0.13	-0.3	0.03	0.1	0.34	0.45	0.13	0.16	0.15	0.01	-0.46
4908	YNL194C	0.16	0.35	0.09	0.18	0.028968491	0.08	0.11	-0.39	0.052710812	-0.08	-0.26	0.06	0.22	-0.1	-0.19	-0.34	0.12	-0.022870906	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.28	-0.052303391	0.28	0.9	0.16	-0.12	-0.18	-0.54	-0.35	-0.18	-0.35	0.24	-0.61	-0.02	0.32	0.35	-0.18	-0.23	0.62	0.16	1.92	0.71	0.26	-0.41	-1.5	-1.5	-0.71	0.1	0.6	-0.85	-0.65	0.91	0.75	0.37
4909	YNL195C	-0.07	0.12	0.3	0.17	0.05	-0.01	0.11	-0.171111111	-0.12	-0.12	-0.39	0.15	-0.09	-0.225555556	-0.14	-0.43	-0.1	0.57	0.11	0.28	0.25	0.43	0.13	0.28	0.37	-0.8	0.15	-0.44	0.33	0.163333333	0.33	-0.67	0.72	-1.18	0.326	-0.83	0.67	-0.14	0.74	-0.37	-0.12	-0.25	0.52	0.65	1.06	1.04	0.36	0.31	0.01	-0.12	-0.31	-0.32	-0.52	-0.19	-0.34	-0.54	-0.31375	-0.66	-0.93	0.95	0.37	0.6	-0.1	-1.18	-1.08	-0.56	0.17	0.57	-0.7	-0.91	0.48	1.16	0.23
4910	YNL196C	0.51	-0.049941155	-0.09	-0.03	0.29	0.009277758	0.4	0.01	-0.15	0.07	-0.46	-0.29	0.05	-0.2	-0.2	-0.11	0.21	-0.022870906	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.28	-0.052303391	0.28	0.55	0.61	0.03	-0.4	-0.1	0.08	-0.12	0.1	0.17	-0.21	-0.74	-0.23	-0.14	-0.05	-0.14	0.63	-0.05	0.16	-0.1	-0.052958478	-0.26	-0.18	-0.07	-0.02	0.09	0.3	-0.07	-0.15	0.2	-0.21	0.3
4911	YNL197C	-0.78	-0.49	-0.72	0.15	0.13	0.63	0.37	0.1	-0.15	0.06	-0.43	0.12	0.08	0.34	0.23	0.06	0.23	0.06	-0.56	-0.78	-0.3	0.39	0.62	-0.04	0.54	-0.3	0.41	-0.48	0.23	-0.11	0.59	0.2	0.64	0.13	0.8	-0.43	0.98	-0.1	-0.07	-0.74	-0.85	-0.78	-1.01	-1.23	-0.61	0.26	0.42	0.59	0.61	0.32	0.43	-1.05	0	-0.24	0.75	0.45	0.275	0.06	0.25	0.1	-0.58	0.1	-0.03	-0.13	0.05	0.09	0.1	0.06	0.36	0.23	-0.14	-0.08	-0.13
4912	YNL198C	-0.06	0.85	0.09	0.072	0.08	-0.16	0.11	-0.08	0	-0.03	-0.12	-0.21	0.27	-0.19	-0.16	-0.12	-0.23	-0.04	0.36	0.39	-0.59	-0.25375	0.12	-0.61	0.47	-0.102857143	-0.19	-0.2375	-0.39	0.22	0.03	0.148333333	0.56	-0.29875	0.104285714	-0.2425	0.54	0.4	0.53875	-1.08	-0.312857143	-0.49625	-0.39	0.11	-0.39	0.41	-0.1	-0.03	0.38	0.46	0.18	-0.96	0.11	0.04	0.41	0.21	-0.18	-0.26	0.01	0.53	0	0.24	-0.09	0.05	0.04	0.26	0	-0.17	-0.25	0.26	-0.71	-0.38	0.2
4913	YNL199C	-0.039	-0.23	-0.3	0.06	-0.08	0.27	0.1	-0.12	0.02	0.19	-0.12	0.29	0.12	-0.12	-0.12	-0.06	0.02	0.06	0.57	0.55	0.22	0.02	-0.4	0.04	0.14	0.06	-0.36	0.09	-0.2	-0.1	-0.26	0.02	0.03	0.04	-0.16	-0.1	-0.3	0.13	-0.09	0.22	-0.12	-0.06	-0.22	0.11	0.15	0.09	0.16	0.01	0.06	0.1	-0.13	-0.36	-0.2	0.25	-0.09	-0.0875	-0.06	0.3	-0.16	0.49	-0.43	0.32	-0.03	0.03	-0.1	-0.14	0.15	-0.19	-0.06	0.04	-0.13	-0.08	0.14
4914	YNL200C	0.27	0.372	0.83	0.83	-0.03	-0.1	-0.01	-0.17	-0.13	-0.2	0.18	-0.16	0.12	-0.43	-0.2	-0.33	-0.39	-0.24	-0.65	-0.58	-0.56	-0.99	0.24	-0.508888889	0.03	-0.212222222	0.16	-0.26	0.17	0.11125	0.57	-0.33	0.89	-0.326666667	0.75	-0.122222222	0.95	0.45	0.63	-0.81	-0.48	-0.45	1.33	0.09	-0.31	-0.57	-0.94	-1.05	-1.15	-0.92	-0.2	0.44	0.5	0.92	0.53	0.28	0.29	0.44	0.3	1.72	0.35	0.25	-0.31	-0.98	-0.78	-0.6	-0.11	0.17	-0.18	-0.31	0.18	0.33	0.27
4915	YNL201C	0.18	1.14	-0.57	0.09	0.04	-0.11	-0.34	-0.32	-0.22	0.07	-0.13	0.33	0.1	-0.01	0.12	-0.04	-0.042222222	-0.34	0.76	0.55	-0.05	0.75	-0.22	-0.8	-0.21	-0.16	0	-0.07	0.33	-0.35	0.15	0.25	0.31	-0.16	-0.24	-0.61	0.16	0.35	0.22	-0.03	-0.4	-0.53	0.14	0.32	-0.58	-0.08	0.21	-0.15	0.14	-0.05	-0.04	-0.38	0.22	-0.04	0.26	0.07	-0.04	-0.029	-0.136	-0.25	-0.31	-0.29	0.37	0.05	0.35	0.05	0.32	0.08	0.44	0.05	0.02	-0.98	0.12
4916	YNL202W	0.2	0.174	0.16	0.104	-0.23	0.29	0	0.02	-0.17	0.08	-0.25	0.34	0.2	-0.182	-0.08	-0.23	-0.12	-0.21	-0.04	0.3	0.11	-0.16	0.08	-0.42	-0.27	-0.245	0	-0.162857143	-0.11	-0.003333333	0.34	-0.2	0.22	-0.41375	0.26	-0.34	0.72	0.08	0.59	-1.19	-0.43	-0.9	1.41	0.58	0	-0.32	-0.66	-0.82	-0.27	-0.82	0.22	0.48	0.04	-0.59	0.52	0.18	0.04	0.115	0.03625	0.15	-0.15	0.02	-0.17	-0.47	-0.43	-0.26	-0.04	0.01	0.05	-0.02	0.17	0.63	0.51
4917	YNL203C	0.05	-0.2	-0.03	-0.027	0.01	0.31	0.05	-0.3	-0.03	-0.018	-0.4	0.25	0.28	-0.14	-0.2	-0.05	0.21	0.03	0.18	0.78	-0.17	-0.219	0.16	-1.01	-0.01	-0.15	0.49	-0.11	0.35	-0.18	0.27	-0.02	0.41	-0.65	-0.14	-0.36	0.55	0.23	0.77	-0.59	0.04	-0.81	2.04	0.83	0.69	-0.04	-0.36	-0.21	-0.26	0.08	-0.26	-0.26	-0.31	-0.08	-0.36	-0.47	-0.41	0.39	-1	0.09	-0.46	-0.82	-0.21	-0.32	-0.23	-0.19	0.13	0.24	0.05	0.08	0.34	0.71	0.61
4918	YNL204C	0.12	-0.049941155	0.03	-0.00623694	-0.04	-0.13	0	0.07	-0.06	0	-0.15	0.02	0.22	0.15	-0.11	0.03	-0.06	-0.09	-0.044787273	0.04007504	-0.010611659	-0.020171627	0.013841685	-0.082266233	0.068929485	-0.020472655	-0.035000913	0.018298711	-0.071188227	0.123974286	-0.059323144	0.043645114	0.077668932	-0.086291149	0.00870283	-0.06347834	0.078841634	0.009872495	0.174691546	-0.05398311	-0.052303391	-0.038554708	0.36	0.83	0.16	0.36	0.23	-0.17	0.16	-0.71	0.23	-1.36	-0.08	0.00508996	0.08	-0.17	0.08	0.046261161	0.057323996	0	-0.2	0	-0.11	0	0.11	0.06	-0.03	0.16	0.08	0	-0.38	0.11	0.18
